period,region,sex,e0
1980-1984,Adjuntas,1,71.8946250817794
1980-1984,Adjuntas,2,78.30950889685906
1985-1989,Adjuntas,1,70.30473661035994
1985-1989,Adjuntas,2,78.33707196510792
1990-1994,Adjuntas,1,70.89188471690383
1990-1994,Adjuntas,2,77.26993790512982
1995-1999,Adjuntas,1,71.29309127906357
1995-1999,Adjuntas,2,77.89148258243678
2000-2004,Adjuntas,1,73.41064014766663
2000-2004,Adjuntas,2,78.8043443392516
2005-2009,Adjuntas,1,76.3431387125456
2005-2009,Adjuntas,2,81.4833164057218
2010-2014,Adjuntas,1,77.15286515416194
2010-2014,Adjuntas,2,83.48259925179453
2015-2019,Adjuntas,1,79.07976757201604
2015-2019,Adjuntas,2,83.79438741137061
2020-2024,Adjuntas,1,78.82344910767473
2020-2024,Adjuntas,2,85.7598124780088
1980-1984,Aguada,1,72.85824638505336
1980-1984,Aguada,2,76.33489075051727
1985-1989,Aguada,1,72.87303900020127
1985-1989,Aguada,2,77.35754983908669
1990-1994,Aguada,1,73.13691304818633
1990-1994,Aguada,2,79.2060577389883
1995-1999,Aguada,1,72.65281405861002
1995-1999,Aguada,2,78.10391233463508
2000-2004,Aguada,1,75.43029779092156
2000-2004,Aguada,2,80.02301342300777
2005-2009,Aguada,1,77.24126147508797
2005-2009,Aguada,2,81.08722203586143
2010-2014,Aguada,1,76.89641869775235
2010-2014,Aguada,2,83.47730925485116
2015-2019,Aguada,1,79.59608992119507
2015-2019,Aguada,2,84.36642869870242
2020-2024,Aguada,1,78.12946635274487
2020-2024,Aguada,2,83.23674513158399
1980-1984,Aguadilla,1,70.81795830496316
1980-1984,Aguadilla,2,77.27619781801035
1985-1989,Aguadilla,1,70.39467025388913
1985-1989,Aguadilla,2,77.45152307639735
1990-1994,Aguadilla,1,70.68889565118687
1990-1994,Aguadilla,2,77.7782733913511
1995-1999,Aguadilla,1,70.58671613990175
1995-1999,Aguadilla,2,77.9557799003302
2000-2004,Aguadilla,1,73.5654590431839
2000-2004,Aguadilla,2,80.21082498102705
2005-2009,Aguadilla,1,74.11074259506356
2005-2009,Aguadilla,2,80.92222133848166
2010-2014,Aguadilla,1,75.82684731622125
2010-2014,Aguadilla,2,81.39029396751673
2015-2019,Aguadilla,1,77.14515838148668
2015-2019,Aguadilla,2,82.70060432752162
2020-2024,Aguadilla,1,76.124043388997
2020-2024,Aguadilla,2,82.80235357630968
1980-1984,Aguas Buenas,1,70.46411964725235
1980-1984,Aguas Buenas,2,78.65442754901048
1985-1989,Aguas Buenas,1,71.32800447626518
1985-1989,Aguas Buenas,2,78.18934312238918
1990-1994,Aguas Buenas,1,71.47077936381702
1990-1994,Aguas Buenas,2,81.47644500703136
1995-1999,Aguas Buenas,1,71.61201636825221
1995-1999,Aguas Buenas,2,78.81973202041445
2000-2004,Aguas Buenas,1,74.06754405800739
2000-2004,Aguas Buenas,2,81.0550868725675
2005-2009,Aguas Buenas,1,74.32314375489024
2005-2009,Aguas Buenas,2,83.25540793306614
2010-2014,Aguas Buenas,1,76.55330336172639
2010-2014,Aguas Buenas,2,83.15178278972311
2015-2019,Aguas Buenas,1,76.45617858559446
2015-2019,Aguas Buenas,2,86.06880285661514
2020-2024,Aguas Buenas,1,76.8682885193001
2020-2024,Aguas Buenas,2,85.05201393234147
1980-1984,Aibonito,1,70.73996458042835
1980-1984,Aibonito,2,77.61325875222896
1985-1989,Aibonito,1,70.48457828562086
1985-1989,Aibonito,2,78.95954497815532
1990-1994,Aibonito,1,72.33762874518955
1990-1994,Aibonito,2,78.69209264992276
1995-1999,Aibonito,1,72.29374799574757
1995-1999,Aibonito,2,79.14400491779803
2000-2004,Aibonito,1,73.8992728002647
2000-2004,Aibonito,2,80.14172067449948
2005-2009,Aibonito,1,74.36924291865499
2005-2009,Aibonito,2,80.72129462193232
2010-2014,Aibonito,1,73.63930709310763
2010-2014,Aibonito,2,82.2031780686602
2015-2019,Aibonito,1,76.33919461068305
2015-2019,Aibonito,2,83.23874083190695
2020-2024,Aibonito,1,78.73101773980268
2020-2024,Aibonito,2,84.70100327331686
1980-1984,Anasco,1,71.5289392671788
1980-1984,Anasco,2,75.99016243610997
1985-1989,Anasco,1,70.97141947802736
1985-1989,Anasco,2,76.05619833310122
1990-1994,Anasco,1,69.6472367824387
1990-1994,Anasco,2,76.73790666468182
1995-1999,Anasco,1,71.3831727741443
1995-1999,Anasco,2,77.3794784615229
2000-2004,Anasco,1,73.89559122298486
2000-2004,Anasco,2,80.1089368586912
2005-2009,Anasco,1,76.42408052724691
2005-2009,Anasco,2,81.6424854719146
2010-2014,Anasco,1,75.81382063615696
2010-2014,Anasco,2,82.47174286684877
2015-2019,Anasco,1,77.46387195589783
2015-2019,Anasco,2,84.75264144354364
2020-2024,Anasco,1,76.33729595074823
2020-2024,Anasco,2,82.45415951801351
1980-1984,Arecibo,1,70.81745125284202
1980-1984,Arecibo,2,77.4118489524337
1985-1989,Arecibo,1,70.14719288759879
1985-1989,Arecibo,2,76.94531807642288
1990-1994,Arecibo,1,70.62749601844074
1990-1994,Arecibo,2,77.68421902678034
1995-1999,Arecibo,1,70.2956760230458
1995-1999,Arecibo,2,77.5434336627116
2000-2004,Arecibo,1,73.44496104709549
2000-2004,Arecibo,2,80.01679838614166
2005-2009,Arecibo,1,73.65160746452875
2005-2009,Arecibo,2,80.82257410134142
2010-2014,Arecibo,1,75.57972050561317
2010-2014,Arecibo,2,81.80564230493822
2015-2019,Arecibo,1,77.25713094524221
2015-2019,Arecibo,2,84.41013015588982
2020-2024,Arecibo,1,76.7733919295555
2020-2024,Arecibo,2,83.70810882767707
1980-1984,Arroyo,1,68.68129054933802
1980-1984,Arroyo,2,77.04375617494001
1985-1989,Arroyo,1,68.51844413146796
1985-1989,Arroyo,2,75.89719150119963
1990-1994,Arroyo,1,68.92214473345217
1990-1994,Arroyo,2,78.51958570482452
1995-1999,Arroyo,1,68.80473514354259
1995-1999,Arroyo,2,77.33936404747374
2000-2004,Arroyo,1,71.85710570775201
2000-2004,Arroyo,2,78.83158131685369
2005-2009,Arroyo,1,72.85247313204962
2005-2009,Arroyo,2,80.86050024591532
2010-2014,Arroyo,1,73.05986021482683
2010-2014,Arroyo,2,81.89070113726815
2015-2019,Arroyo,1,73.97612808134991
2015-2019,Arroyo,2,82.19577012125407
2020-2024,Arroyo,1,75.83527939629414
2020-2024,Arroyo,2,81.0437977968523
1980-1984,Barceloneta,1,69.04433669853748
1980-1984,Barceloneta,2,76.57005861566806
1985-1989,Barceloneta,1,71.64713494732871
1985-1989,Barceloneta,2,78.28902482267972
1990-1994,Barceloneta,1,71.25915717955694
1990-1994,Barceloneta,2,79.25021251918803
1995-1999,Barceloneta,1,69.13286014501129
1995-1999,Barceloneta,2,77.72420419483223
2000-2004,Barceloneta,1,73.67617522914261
2000-2004,Barceloneta,2,80.35579931544527
2005-2009,Barceloneta,1,74.5745695464077
2005-2009,Barceloneta,2,82.48250166608658
2010-2014,Barceloneta,1,74.82048247960884
2010-2014,Barceloneta,2,82.44239136315433
2015-2019,Barceloneta,1,78.3318993814991
2015-2019,Barceloneta,2,84.81117366837292
2020-2024,Barceloneta,1,74.96213098581691
2020-2024,Barceloneta,2,83.37584601966871
1980-1984,Barranquitas,1,70.85751520462938
1980-1984,Barranquitas,2,76.80291846139919
1985-1989,Barranquitas,1,71.07686943504795
1985-1989,Barranquitas,2,77.2981259866514
1990-1994,Barranquitas,1,70.2321552700613
1990-1994,Barranquitas,2,79.70954385498824
1995-1999,Barranquitas,1,70.88807221261654
1995-1999,Barranquitas,2,76.95729764620918
2000-2004,Barranquitas,1,73.54005234867014
2000-2004,Barranquitas,2,80.49841038993374
2005-2009,Barranquitas,1,75.31648340342281
2005-2009,Barranquitas,2,82.89463494890784
2010-2014,Barranquitas,1,75.36211562590759
2010-2014,Barranquitas,2,82.75560578927175
2015-2019,Barranquitas,1,78.14288114074502
2015-2019,Barranquitas,2,85.57750125035098
2020-2024,Barranquitas,1,77.05834717910054
2020-2024,Barranquitas,2,85.23946224466216
1980-1984,Bayamon,1,71.9866341632742
1980-1984,Bayamon,2,78.11975712197903
1985-1989,Bayamon,1,71.5435610009823
1985-1989,Bayamon,2,79.47226668595924
1990-1994,Bayamon,1,69.35289774733364
1990-1994,Bayamon,2,79.94562279730046
1995-1999,Bayamon,1,70.71961407638427
1995-1999,Bayamon,2,79.66931624974094
2000-2004,Bayamon,1,73.51534866049421
2000-2004,Bayamon,2,81.64220322934578
2005-2009,Bayamon,1,74.72114830480147
2005-2009,Bayamon,2,82.73581645433443
2010-2014,Bayamon,1,76.30949876911225
2010-2014,Bayamon,2,84.1222801206599
2015-2019,Bayamon,1,77.32800364878472
2015-2019,Bayamon,2,85.4188425130624
2020-2024,Bayamon,1,76.1599622776296
2020-2024,Bayamon,2,85.53332212733602
1980-1984,Cabo Rojo,1,72.0509033885223
1980-1984,Cabo Rojo,2,77.16680849445468
1985-1989,Cabo Rojo,1,72.69362954471977
1985-1989,Cabo Rojo,2,78.8553070252298
1990-1994,Cabo Rojo,1,72.6391799214348
1990-1994,Cabo Rojo,2,80.18871926822503
1995-1999,Cabo Rojo,1,72.17129066836227
1995-1999,Cabo Rojo,2,79.56426915027238
2000-2004,Cabo Rojo,1,74.72016040512247
2000-2004,Cabo Rojo,2,81.77294756378818
2005-2009,Cabo Rojo,1,76.5051031925593
2005-2009,Cabo Rojo,2,82.43637011795931
2010-2014,Cabo Rojo,1,75.43531300012026
2010-2014,Cabo Rojo,2,83.08181754237738
2015-2019,Cabo Rojo,1,79.34725152950331
2015-2019,Cabo Rojo,2,83.79752365203709
2020-2024,Cabo Rojo,1,78.8522173530211
2020-2024,Cabo Rojo,2,84.22415833993504
1980-1984,Caguas,1,71.63390807324247
1980-1984,Caguas,2,78.38653240222196
1985-1989,Caguas,1,70.30641525031697
1985-1989,Caguas,2,79.1466933334643
1990-1994,Caguas,1,68.73919063149513
1990-1994,Caguas,2,78.54854724393425
1995-1999,Caguas,1,69.60682400309837
1995-1999,Caguas,2,79.55659704113393
2000-2004,Caguas,1,73.0156704557687
2000-2004,Caguas,2,81.0585919571739
2005-2009,Caguas,1,74.61089581030981
2005-2009,Caguas,2,83.06884442089725
2010-2014,Caguas,1,74.47431912514833
2010-2014,Caguas,2,83.78407539662322
2015-2019,Caguas,1,76.97735948854428
2015-2019,Caguas,2,84.67288070728478
2020-2024,Caguas,1,76.12006952910542
2020-2024,Caguas,2,84.40197121680504
1980-1984,Camuy,1,71.58645287861223
1980-1984,Camuy,2,78.55962355418035
1985-1989,Camuy,1,72.62620900566327
1985-1989,Camuy,2,79.0439373523552
1990-1994,Camuy,1,72.07284837147812
1990-1994,Camuy,2,77.9984728112396
1995-1999,Camuy,1,72.28505573294667
1995-1999,Camuy,2,80.72451039293198
2000-2004,Camuy,1,75.1170358731572
2000-2004,Camuy,2,80.92787686083506
2005-2009,Camuy,1,75.5806276377952
2005-2009,Camuy,2,82.90782196050577
2010-2014,Camuy,1,76.94980947499394
2010-2014,Camuy,2,83.02697116483266
2015-2019,Camuy,1,77.73873433857982
2015-2019,Camuy,2,84.76556645299263
2020-2024,Camuy,1,77.58165223540276
2020-2024,Camuy,2,84.79846852166189
1980-1984,Canovanas,1,72.94075974728385
1980-1984,Canovanas,2,79.68315254363912
1985-1989,Canovanas,1,71.31509184760867
1985-1989,Canovanas,2,77.92420570092433
1990-1994,Canovanas,1,68.2283835910388
1990-1994,Canovanas,2,78.04455481554257
1995-1999,Canovanas,1,67.69132046398747
1995-1999,Canovanas,2,76.92482808205894
2000-2004,Canovanas,1,70.92233291354549
2000-2004,Canovanas,2,79.61111493345133
2005-2009,Canovanas,1,71.7923571929392
2005-2009,Canovanas,2,81.9042618858609
2010-2014,Canovanas,1,73.45484807165786
2010-2014,Canovanas,2,82.06225774038717
2015-2019,Canovanas,1,76.11255469503757
2015-2019,Canovanas,2,83.08077347333703
2020-2024,Canovanas,1,74.79575924920621
2020-2024,Canovanas,2,84.1246883181338
1980-1984,Carolina,1,72.61173671898707
1980-1984,Carolina,2,79.92979621553562
1985-1989,Carolina,1,71.39137940111385
1985-1989,Carolina,2,79.92317754962632
1990-1994,Carolina,1,69.82746621432966
1990-1994,Carolina,2,79.12638649735423
1995-1999,Carolina,1,70.53605093146646
1995-1999,Carolina,2,80.0924126635664
2000-2004,Carolina,1,73.85780099648409
2000-2004,Carolina,2,81.86653802071574
2005-2009,Carolina,1,74.74067311241193
2005-2009,Carolina,2,82.84668619185669
2010-2014,Carolina,1,75.62770907903207
2010-2014,Carolina,2,84.22291026760239
2015-2019,Carolina,1,78.03299807612287
2015-2019,Carolina,2,86.1796304236214
2020-2024,Carolina,1,78.45933685756087
2020-2024,Carolina,2,85.76093385730988
1980-1984,Catano,1,64.43538415117538
1980-1984,Catano,2,75.24776928656914
1985-1989,Catano,1,65.50082063759702
1985-1989,Catano,2,78.32346284598451
1990-1994,Catano,1,63.315547994214356
1990-1994,Catano,2,77.40823388048852
1995-1999,Catano,1,64.68028709116777
1995-1999,Catano,2,77.44872350228862
2000-2004,Catano,1,69.20876411613006
2000-2004,Catano,2,79.80845613048947
2005-2009,Catano,1,69.63641621909926
2005-2009,Catano,2,82.05634943082946
2010-2014,Catano,1,72.58816867047015
2010-2014,Catano,2,84.44455212421843
2015-2019,Catano,1,73.0788007170169
2015-2019,Catano,2,86.30392431998546
2020-2024,Catano,1,72.3332184582411
2020-2024,Catano,2,85.26118055215157
1980-1984,Cayey,1,71.05061645939237
1980-1984,Cayey,2,76.61429678122622
1985-1989,Cayey,1,69.13139788672811
1985-1989,Cayey,2,77.96859139774472
1990-1994,Cayey,1,69.04859183719033
1990-1994,Cayey,2,77.89356151468755
1995-1999,Cayey,1,69.78317206706727
1995-1999,Cayey,2,78.59079925684578
2000-2004,Cayey,1,73.41581453832183
2000-2004,Cayey,2,80.88885390971743
2005-2009,Cayey,1,73.72476227925898
2005-2009,Cayey,2,81.83701186079234
2010-2014,Cayey,1,74.66629042173095
2010-2014,Cayey,2,83.36966871080625
2015-2019,Cayey,1,78.1049193160871
2015-2019,Cayey,2,85.2590355643413
2020-2024,Cayey,1,78.86370720504355
2020-2024,Cayey,2,87.04246010437579
1980-1984,Ceiba,1,71.4299528933536
1980-1984,Ceiba,2,77.87232583884688
1985-1989,Ceiba,1,69.97633224136426
1985-1989,Ceiba,2,78.34496251520656
1990-1994,Ceiba,1,70.39846427402802
1990-1994,Ceiba,2,78.40451883094066
1995-1999,Ceiba,1,71.85499600983131
1995-1999,Ceiba,2,77.47060310680091
2000-2004,Ceiba,1,74.10926805200974
2000-2004,Ceiba,2,79.94413315772444
2005-2009,Ceiba,1,75.16135650768723
2005-2009,Ceiba,2,81.8009059180069
2010-2014,Ceiba,1,74.42302276084716
2010-2014,Ceiba,2,80.41593028267103
2015-2019,Ceiba,1,77.04854488976554
2015-2019,Ceiba,2,84.78842850120868
2020-2024,Ceiba,1,70.84351454760424
2020-2024,Ceiba,2,80.47569068590572
1980-1984,Ciales,1,72.64761463496785
1980-1984,Ciales,2,78.30609705003765
1985-1989,Ciales,1,73.15456267070539
1985-1989,Ciales,2,78.5672387321178
1990-1994,Ciales,1,71.64923974419757
1990-1994,Ciales,2,79.11316908942858
1995-1999,Ciales,1,70.84615788332648
1995-1999,Ciales,2,78.60437345890236
2000-2004,Ciales,1,72.29792783115207
2000-2004,Ciales,2,80.20423188352821
2005-2009,Ciales,1,73.8529643189757
2005-2009,Ciales,2,81.42851995183699
2010-2014,Ciales,1,75.05557006019127
2010-2014,Ciales,2,82.3727992930303
2015-2019,Ciales,1,79.3002236231317
2015-2019,Ciales,2,84.30172208694938
2020-2024,Ciales,1,76.92904438808027
2020-2024,Ciales,2,82.65010686549304
1980-1984,Cidra,1,72.55612869880949
1980-1984,Cidra,2,79.82595085392751
1985-1989,Cidra,1,72.31927919077575
1985-1989,Cidra,2,78.87755466087226
1990-1994,Cidra,1,74.25081755806
1990-1994,Cidra,2,79.22173918338893
1995-1999,Cidra,1,73.91087733670479
1995-1999,Cidra,2,80.16236022767194
2000-2004,Cidra,1,75.84236079106851
2000-2004,Cidra,2,82.72272833758238
2005-2009,Cidra,1,75.92332739826773
2005-2009,Cidra,2,82.94179465551305
2010-2014,Cidra,1,76.97725076700442
2010-2014,Cidra,2,83.06691108188929
2015-2019,Cidra,1,78.51220102644953
2015-2019,Cidra,2,84.24241745979776
2020-2024,Cidra,1,79.13019075581872
2020-2024,Cidra,2,84.73718686865432
1980-1984,Coamo,1,71.48392575713613
1980-1984,Coamo,2,77.61155618534443
1985-1989,Coamo,1,70.89771492134277
1985-1989,Coamo,2,77.27197310308102
1990-1994,Coamo,1,70.82452340149747
1990-1994,Coamo,2,79.14249125805439
1995-1999,Coamo,1,70.88528133370625
1995-1999,Coamo,2,78.07837846562182
2000-2004,Coamo,1,72.92616917270173
2000-2004,Coamo,2,80.89365105851147
2005-2009,Coamo,1,76.30095616936762
2005-2009,Coamo,2,82.13577830973037
2010-2014,Coamo,1,75.72841928321706
2010-2014,Coamo,2,82.34626670845086
2015-2019,Coamo,1,75.89112310658267
2015-2019,Coamo,2,83.84850835140085
2020-2024,Coamo,1,78.04317203718126
2020-2024,Coamo,2,84.70732343058805
1980-1984,Comerio,1,71.79488029876582
1980-1984,Comerio,2,79.8085799830916
1985-1989,Comerio,1,71.89702340140987
1985-1989,Comerio,2,78.7251493420212
1990-1994,Comerio,1,72.05859495154633
1990-1994,Comerio,2,77.46845855868118
1995-1999,Comerio,1,70.60239178010292
1995-1999,Comerio,2,77.68503828546662
2000-2004,Comerio,1,73.15981606008486
2000-2004,Comerio,2,79.5416882760681
2005-2009,Comerio,1,74.6596982516993
2005-2009,Comerio,2,81.08426947734334
2010-2014,Comerio,1,77.14045804077607
2010-2014,Comerio,2,82.43470782984107
2015-2019,Comerio,1,75.31250738896222
2015-2019,Comerio,2,83.59428990677712
2020-2024,Comerio,1,74.30377662465396
2020-2024,Comerio,2,82.66382681210112
1980-1984,Corozal,1,72.4506993852883
1980-1984,Corozal,2,78.08737083805198
1985-1989,Corozal,1,73.77970265924624
1985-1989,Corozal,2,77.94140301259547
1990-1994,Corozal,1,70.96325948894035
1990-1994,Corozal,2,78.36169298396837
1995-1999,Corozal,1,71.59118727169788
1995-1999,Corozal,2,80.65464784608915
2000-2004,Corozal,1,75.04082980304439
2000-2004,Corozal,2,81.96266097723019
2005-2009,Corozal,1,74.94531540351404
2005-2009,Corozal,2,81.37718327602678
2010-2014,Corozal,1,76.23541429478206
2010-2014,Corozal,2,83.55638646880155
2015-2019,Corozal,1,78.30539393237594
2015-2019,Corozal,2,83.88413794627711
2020-2024,Corozal,1,75.92637940021778
2020-2024,Corozal,2,84.48020713717226
1980-1984,Culebra,1,80.22756629901572
1980-1984,Culebra,2,82.22129023941913
1985-1989,Culebra,1,68.43880072830149
1985-1989,Culebra,2,77.67609009692588
1990-1994,Culebra,1,68.20380544401895
1990-1994,Culebra,2,73.10307970617936
1995-1999,Culebra,1,66.70319978756136
1995-1999,Culebra,2,82.56521357635498
2000-2004,Culebra,1,74.95867714741458
2000-2004,Culebra,2,77.48603803448762
2005-2009,Culebra,1,71.91861717523066
2005-2009,Culebra,2,79.08414825509374
2010-2014,Culebra,1,67.71458275672944
2010-2014,Culebra,2,78.19774705521122
2015-2019,Culebra,1,67.65167963075199
2015-2019,Culebra,2,77.10595869920489
2020-2024,Culebra,1,64.63981311779659
2020-2024,Culebra,2,74.19018790856364
1980-1984,Dorado,1,72.66195880583277
1980-1984,Dorado,2,79.13505704449636
1985-1989,Dorado,1,70.60399261424281
1985-1989,Dorado,2,79.24930391608501
1990-1994,Dorado,1,70.26030002434865
1990-1994,Dorado,2,79.26171240191472
1995-1999,Dorado,1,70.79291332365825
1995-1999,Dorado,2,78.97998184868163
2000-2004,Dorado,1,72.45589754370795
2000-2004,Dorado,2,80.11364472008194
2005-2009,Dorado,1,74.38438671972645
2005-2009,Dorado,2,81.17276659739744
2010-2014,Dorado,1,76.99996274171325
2010-2014,Dorado,2,83.35924345548794
2015-2019,Dorado,1,78.56200717640051
2015-2019,Dorado,2,84.58772183342516
2020-2024,Dorado,1,77.01781366431551
2020-2024,Dorado,2,87.16840243011026
1980-1984,Fajardo,1,70.62898133627436
1980-1984,Fajardo,2,77.04428189801047
1985-1989,Fajardo,1,70.8702185568419
1985-1989,Fajardo,2,77.04497629883807
1990-1994,Fajardo,1,67.90079846383941
1990-1994,Fajardo,2,77.79121156601245
1995-1999,Fajardo,1,69.56640281190963
1995-1999,Fajardo,2,78.5207435163748
2000-2004,Fajardo,1,71.549415858117
2000-2004,Fajardo,2,79.96894413910114
2005-2009,Fajardo,1,71.69890554964638
2005-2009,Fajardo,2,80.05183570896617
2010-2014,Fajardo,1,72.8000265016942
2010-2014,Fajardo,2,81.28163443699097
2015-2019,Fajardo,1,75.65940569845026
2015-2019,Fajardo,2,83.2050306569973
2020-2024,Fajardo,1,73.71653505012134
2020-2024,Fajardo,2,82.72629602196947
1980-1984,Florida,1,69.68605055457768
1980-1984,Florida,2,77.62246010395609
1985-1989,Florida,1,69.3450074737313
1985-1989,Florida,2,73.7051666836611
1990-1994,Florida,1,68.930903246599
1990-1994,Florida,2,74.30543458258016
1995-1999,Florida,1,70.71019008823248
1995-1999,Florida,2,76.2827324150108
2000-2004,Florida,1,73.99941880261422
2000-2004,Florida,2,80.02922148217509
2005-2009,Florida,1,75.3840145451986
2005-2009,Florida,2,79.43490044859251
2010-2014,Florida,1,78.29621616210262
2010-2014,Florida,2,83.03708568320889
2015-2019,Florida,1,76.0020068068354
2015-2019,Florida,2,81.79180011186969
2020-2024,Florida,1,75.01186661108065
2020-2024,Florida,2,85.0853959599277
1980-1984,Guanica,1,69.75487515652188
1980-1984,Guanica,2,76.47297063514434
1985-1989,Guanica,1,69.1100586417097
1985-1989,Guanica,2,76.40194471180621
1990-1994,Guanica,1,68.50155751942181
1990-1994,Guanica,2,76.85988863821271
1995-1999,Guanica,1,68.29949747324503
1995-1999,Guanica,2,76.32630715841505
2000-2004,Guanica,1,71.8177647262181
2000-2004,Guanica,2,77.74441999609266
2005-2009,Guanica,1,71.10198997512703
2005-2009,Guanica,2,79.67779124969928
2010-2014,Guanica,1,74.64295612846496
2010-2014,Guanica,2,79.8036644521108
2015-2019,Guanica,1,73.54980628575876
2015-2019,Guanica,2,80.19585368963091
2020-2024,Guanica,1,71.97691637536275
2020-2024,Guanica,2,80.51950684081122
1980-1984,Guayama,1,69.98902332454011
1980-1984,Guayama,2,76.65692863033699
1985-1989,Guayama,1,68.93556739907913
1985-1989,Guayama,2,76.7268354729562
1990-1994,Guayama,1,68.90041998975578
1990-1994,Guayama,2,77.95833606709792
1995-1999,Guayama,1,69.65782680170815
1995-1999,Guayama,2,79.05196513402076
2000-2004,Guayama,1,71.49378742694668
2000-2004,Guayama,2,80.10758962905325
2005-2009,Guayama,1,73.71979286326298
2005-2009,Guayama,2,80.34630087221454
2010-2014,Guayama,1,75.75103933086787
2010-2014,Guayama,2,81.84672525897294
2015-2019,Guayama,1,76.18898632535027
2015-2019,Guayama,2,82.94246469460623
2020-2024,Guayama,1,73.4535313885352
2020-2024,Guayama,2,81.79371891329176
1980-1984,Guayanilla,1,72.02390158888996
1980-1984,Guayanilla,2,77.00446894044657
1985-1989,Guayanilla,1,70.20855941067397
1985-1989,Guayanilla,2,76.30282752562404
1990-1994,Guayanilla,1,71.8188307949106
1990-1994,Guayanilla,2,77.96505514660939
1995-1999,Guayanilla,1,71.66748585695403
1995-1999,Guayanilla,2,78.5636071209577
2000-2004,Guayanilla,1,73.4927650036266
2000-2004,Guayanilla,2,79.46737043621769
2005-2009,Guayanilla,1,72.81861373522246
2005-2009,Guayanilla,2,79.1034780474197
2010-2014,Guayanilla,1,76.49947782170372
2010-2014,Guayanilla,2,79.3083154145257
2015-2019,Guayanilla,1,73.69414202073378
2015-2019,Guayanilla,2,84.40438870238786
2020-2024,Guayanilla,1,72.67846490741059
2020-2024,Guayanilla,2,83.3517845094556
1980-1984,Guaynabo,1,73.18582694363035
1980-1984,Guaynabo,2,79.42173387448778
1985-1989,Guaynabo,1,73.16981989764888
1985-1989,Guaynabo,2,80.59569265350689
1990-1994,Guaynabo,1,71.5218411245177
1990-1994,Guaynabo,2,80.31829603645635
1995-1999,Guaynabo,1,71.5800713234083
1995-1999,Guaynabo,2,81.45940625979497
2000-2004,Guaynabo,1,74.4127180524317
2000-2004,Guaynabo,2,82.27828990493667
2005-2009,Guaynabo,1,75.2565769233793
2005-2009,Guaynabo,2,83.4204186802191
2010-2014,Guaynabo,1,77.16750987696403
2010-2014,Guaynabo,2,84.41230006777589
2015-2019,Guaynabo,1,79.39475247049357
2015-2019,Guaynabo,2,86.36584886459961
2020-2024,Guaynabo,1,77.12663783373823
2020-2024,Guaynabo,2,86.57599208860029
1980-1984,Gurabo,1,71.64398324859144
1980-1984,Gurabo,2,76.73548516765749
1985-1989,Gurabo,1,71.68794033320445
1985-1989,Gurabo,2,77.39441715815752
1990-1994,Gurabo,1,69.71174494653246
1990-1994,Gurabo,2,78.53419296745068
1995-1999,Gurabo,1,72.29150790107904
1995-1999,Gurabo,2,78.01717022016545
2000-2004,Gurabo,1,73.40518195010128
2000-2004,Gurabo,2,81.77573541491823
2005-2009,Gurabo,1,75.07587467672285
2005-2009,Gurabo,2,82.36564118935738
2010-2014,Gurabo,1,75.43345969794991
2010-2014,Gurabo,2,83.31157722719722
2015-2019,Gurabo,1,77.42449374800555
2015-2019,Gurabo,2,85.90607205810342
2020-2024,Gurabo,1,77.58690829179632
2020-2024,Gurabo,2,84.54750704414606
