period,region,sex,e0
1980-1984,Adjuntas,1,72.2503693020251
1980-1984,Adjuntas,2,78.78971047384208
1985-1989,Adjuntas,1,71.54670197043026
1985-1989,Adjuntas,2,78.9331994566524
1990-1994,Adjuntas,1,71.4527441652021
1990-1994,Adjuntas,2,78.46574559787639
1995-1999,Adjuntas,1,72.05861824353029
1995-1999,Adjuntas,2,78.82344079035202
2000-2004,Adjuntas,1,73.8279314404888
2000-2004,Adjuntas,2,79.90687580508393
2005-2009,Adjuntas,1,75.98328301257497
2005-2009,Adjuntas,2,82.15032769753081
2010-2014,Adjuntas,1,76.91733065456269
2010-2014,Adjuntas,2,83.55287414056708
2015-2019,Adjuntas,1,79.45682315180052
2015-2019,Adjuntas,2,84.88835604898274
2020-2024,Adjuntas,1,79.11033852275303
2020-2024,Adjuntas,2,86.19037814839227
1980-1984,Aguada,1,72.94351746940997
1980-1984,Aguada,2,77.57610422431395
1985-1989,Aguada,1,72.90351519269625
1985-1989,Aguada,2,77.96451812555483
1990-1994,Aguada,1,72.9635793951544
1990-1994,Aguada,2,79.31867724777989
1995-1999,Aguada,1,72.64258684265945
1995-1999,Aguada,2,78.46681688899281
2000-2004,Aguada,1,75.138405237825
2000-2004,Aguada,2,80.3206010013266
2005-2009,Aguada,1,76.67590493961988
2005-2009,Aguada,2,81.36451937879272
2010-2014,Aguada,1,76.91989701700766
2010-2014,Aguada,2,83.43568424139617
2015-2019,Aguada,1,79.173724262850655
2015-2019,Aguada,2,84.72149414077548
2020-2024,Aguada,1,78.14815614117437
2020-2024,Aguada,2,84.01333382138309
1980-1984,Aguadilla,1,71.08437270629754
1980-1984,Aguadilla,2,77.2862005972043
1985-1989,Aguadilla,1,70.69304802270439
1985-1989,Aguadilla,2,77.50486951331955
1990-1994,Aguadilla,1,70.79523437829243
1990-1994,Aguadilla,2,77.8264322158506
1995-1999,Aguadilla,1,70.74319605815306
1995-1999,Aguadilla,2,77.99661223649126
2000-2004,Aguadilla,1,73.30054139734382
2000-2004,Aguadilla,2,79.94936800831614
2005-2009,Aguadilla,1,74.08164568294842
2005-2009,Aguadilla,2,80.77014454921299
2010-2014,Aguadilla,1,75.60119357448764
2010-2014,Aguadilla,2,81.58613937406919
2015-2019,Aguadilla,1,76.9211919518169
2015-2019,Aguadilla,2,83.43053026420398
2020-2024,Aguadilla,1,76.50307606402258
2020-2024,Aguadilla,2,83.30236258649492
1980-1984,Aguas Buenas,1,71.47976222175669
1980-1984,Aguas Buenas,2,78.76356681418932
1985-1989,Aguas Buenas,1,71.95746469996212
1985-1989,Aguas Buenas,2,78.78158899212283
1990-1994,Aguas Buenas,1,71.79505463917262
1990-1994,Aguas Buenas,2,80.7326251656974
1995-1999,Aguas Buenas,1,72.14999872729678
1995-1999,Aguas Buenas,2,79.13759762262295
2000-2004,Aguas Buenas,1,74.43505216426291
2000-2004,Aguas Buenas,2,81.35717265639731
2005-2009,Aguas Buenas,1,75.14870875598999
2005-2009,Aguas Buenas,2,83.43507481966839
2010-2014,Aguas Buenas,1,77.49946980655477
2010-2014,Aguas Buenas,2,83.84127311503023
2015-2019,Aguas Buenas,1,77.95950653088613
2015-2019,Aguas Buenas,2,85.93665769421035
2020-2024,Aguas Buenas,1,78.13936512214387
2020-2024,Aguas Buenas,2,85.43673441771509
1980-1984,Aibonito,1,71.61488502523902
1980-1984,Aibonito,2,78.21095198947692
1985-1989,Aibonito,1,71.24916098593563
1985-1989,Aibonito,2,79.15167918596255
1990-1994,Aibonito,1,72.34144829517588
1990-1994,Aibonito,2,78.96217093744704
1995-1999,Aibonito,1,72.23181204715026
1995-1999,Aibonito,2,79.51083170873723
2000-2004,Aibonito,1,74.07615073938118
2000-2004,Aibonito,2,80.64456016244627
2005-2009,Aibonito,1,74.95280288522103
2005-2009,Aibonito,2,81.23212496149917
2010-2014,Aibonito,1,75.50214799404206
2010-2014,Aibonito,2,82.87753162175206
2015-2019,Aibonito,1,77.70113124849831
2015-2019,Aibonito,2,84.34686289014361
2020-2024,Aibonito,1,79.14617265383141
2020-2024,Aibonito,2,85.5661323904034
1980-1984,Anasco,1,71.60437601424124
1980-1984,Anasco,2,76.73969036110687
1985-1989,Anasco,1,71.34138143551438
1985-1989,Anasco,2,77.05272481560836
1990-1994,Anasco,1,70.62809424832167
1990-1994,Anasco,2,77.50316615278042
1995-1999,Anasco,1,71.2944658537596
1995-1999,Anasco,2,77.90551604236357
2000-2004,Anasco,1,73.90366235935248
2000-2004,Anasco,2,80.27096350412542
2005-2009,Anasco,1,75.82466135008993
2005-2009,Anasco,2,81.5976540534646
2010-2014,Anasco,1,75.96857536514686
2010-2014,Anasco,2,82.77268572626804
2015-2019,Anasco,1,77.64920615369846
2015-2019,Anasco,2,84.85625298725614
2020-2024,Anasco,1,77.3836040285894
2020-2024,Anasco,2,84.22168168078524
1980-1984,Arecibo,1,70.9685903634303
1980-1984,Arecibo,2,77.29149210033486
1985-1989,Arecibo,1,70.38713099355631
1985-1989,Arecibo,2,77.11510855936476
1990-1994,Arecibo,1,70.68516863318644
1990-1994,Arecibo,2,77.82707910519187
1995-1999,Arecibo,1,70.44332892540946
1995-1999,Arecibo,2,77.68801922927973
2000-2004,Arecibo,1,73.25214030297046
2000-2004,Arecibo,2,79.86346275108762
2005-2009,Arecibo,1,73.76177814125056
2005-2009,Arecibo,2,80.6553555220696
2010-2014,Arecibo,1,75.59321783411377
2010-2014,Arecibo,2,81.67377307022757
2015-2019,Arecibo,1,77.31875490854338
2015-2019,Arecibo,2,84.26887904828179
2020-2024,Arecibo,1,76.83032926073834
2020-2024,Arecibo,2,83.68444756615946
1980-1984,Arroyo,1,69.82491123761011
1980-1984,Arroyo,2,77.41967295807837
1985-1989,Arroyo,1,69.54857443969497
1985-1989,Arroyo,2,76.63227899000799
1990-1994,Arroyo,1,69.76263926955922
1990-1994,Arroyo,2,78.34661528279736
1995-1999,Arroyo,1,69.95700573540071
1995-1999,Arroyo,2,77.54829860204893
2000-2004,Arroyo,1,72.48399081830438
2000-2004,Arroyo,2,79.4751819765326
2005-2009,Arroyo,1,73.57664965019514
2005-2009,Arroyo,2,81.00648442283726
2010-2014,Arroyo,1,74.23506996912319
2010-2014,Arroyo,2,82.1149957286566
2015-2019,Arroyo,1,76.24226550472633
2015-2019,Arroyo,2,83.43213276952359
2020-2024,Arroyo,1,76.76422112119623
2020-2024,Arroyo,2,83.08898799876694
1980-1984,Barceloneta,1,70.54731513588303
1980-1984,Barceloneta,2,77.3429203099242
1985-1989,Barceloneta,1,71.858861781819
1985-1989,Barceloneta,2,78.56184818431201
1990-1994,Barceloneta,1,71.17504003107028
1990-1994,Barceloneta,2,79.59997277011003
1995-1999,Barceloneta,1,70.46976775224718
1995-1999,Barceloneta,2,78.4940857932372
2000-2004,Barceloneta,1,73.59483048810269
2000-2004,Barceloneta,2,80.28942449557584
2005-2009,Barceloneta,1,74.67540609226232
2005-2009,Barceloneta,2,82.37598784634088
2010-2014,Barceloneta,1,75.51181587681737
2010-2014,Barceloneta,2,82.70418290925048
2015-2019,Barceloneta,1,77.83618027126401
2015-2019,Barceloneta,2,84.95458947333738
2020-2024,Barceloneta,1,75.98115387661828
2020-2024,Barceloneta,2,84.4181085743979
1980-1984,Barranquitas,1,71.5537604418617
1980-1984,Barranquitas,2,77.66241379825844
1985-1989,Barranquitas,1,71.56815220326042
1985-1989,Barranquitas,2,78.0433194759095
1990-1994,Barranquitas,1,71.0879252929158
1990-1994,Barranquitas,2,79.58241545450569
1995-1999,Barranquitas,1,71.01588907857837
1995-1999,Barranquitas,2,78.01445605023532
2000-2004,Barranquitas,1,73.8755703996649
2000-2004,Barranquitas,2,81.0544261644434
2005-2009,Barranquitas,1,75.3138097710553
2005-2009,Barranquitas,2,83.00278892363656
2010-2014,Barranquitas,1,75.75231258556565
2010-2014,Barranquitas,2,83.0339696409021
2015-2019,Barranquitas,1,78.17406881745615
2015-2019,Barranquitas,2,85.78671629450938
2020-2024,Barranquitas,1,77.77784775076765
2020-2024,Barranquitas,2,85.68358319166117
1980-1984,Bayamon,1,71.99694406991792
1980-1984,Bayamon,2,78.04095317919118
1985-1989,Bayamon,1,71.61431487204347
1985-1989,Bayamon,2,79.2699528649869
1990-1994,Bayamon,1,69.62815482070276
1990-1994,Bayamon,2,79.86998330319432
1995-1999,Bayamon,1,70.92600561837745
1995-1999,Bayamon,2,79.67460676355556
2000-2004,Bayamon,1,73.61868630313724
2000-2004,Bayamon,2,81.59042354128711
2005-2009,Bayamon,1,74.80346672557364
2005-2009,Bayamon,2,82.69470079510005
2010-2014,Bayamon,1,76.37447948236634
2010-2014,Bayamon,2,84.01851964957189
2015-2019,Bayamon,1,77.51664775310068
2015-2019,Bayamon,2,85.23195474548207
2020-2024,Bayamon,1,76.33603277713149
2020-2024,Bayamon,2,85.54763660377955
1980-1984,Cabo Rojo,1,72.61388363976398
1980-1984,Cabo Rojo,2,77.54790633097195
1985-1989,Cabo Rojo,1,72.96292558129075
1985-1989,Cabo Rojo,2,78.88459829814062
1990-1994,Cabo Rojo,1,72.75280787060595
1990-1994,Cabo Rojo,2,80.0304888933193
1995-1999,Cabo Rojo,1,72.44552243880216
1995-1999,Cabo Rojo,2,79.75934561754426
2000-2004,Cabo Rojo,1,74.83521409679226
2000-2004,Cabo Rojo,2,81.78835624245055
2005-2009,Cabo Rojo,1,76.19949272292018
2005-2009,Cabo Rojo,2,82.33709192138511
2010-2014,Cabo Rojo,1,76.0956046638289
2010-2014,Cabo Rojo,2,83.6362923813072
2015-2019,Cabo Rojo,1,79.43950074544435
2015-2019,Cabo Rojo,2,84.41857008300913
2020-2024,Cabo Rojo,1,79.28870702577545
2020-2024,Cabo Rojo,2,84.62046452872964
1980-1984,Caguas,1,71.73593279101912
1980-1984,Caguas,2,78.2892935537022
1985-1989,Caguas,1,70.47709468994987
1985-1989,Caguas,2,78.99500898121231
1990-1994,Caguas,1,69.15511964317369
1990-1994,Caguas,2,78.56877450561937
1995-1999,Caguas,1,69.94726312516893
1995-1999,Caguas,2,79.51710856594106
2000-2004,Caguas,1,73.17689800589393
2000-2004,Caguas,2,80.92282709830458
2005-2009,Caguas,1,74.6832477882863
2005-2009,Caguas,2,82.97413272533863
2010-2014,Caguas,1,74.86451485114212
2010-2014,Caguas,2,83.6943130148877
2015-2019,Caguas,1,77.28678424727728
2015-2019,Caguas,2,84.70182927418253
2020-2024,Caguas,1,76.35138211464496
2020-2024,Caguas,2,84.4906940787157
1980-1984,Camuy,1,72.16766125555039
1980-1984,Camuy,2,78.83223618045726
1985-1989,Camuy,1,72.6658027038985
1985-1989,Camuy,2,79.23172213078779
1990-1994,Camuy,1,72.04004826261514
1990-1994,Camuy,2,78.53723213572977
1995-1999,Camuy,1,72.2323777682578
1995-1999,Camuy,2,80.5108309672321
2000-2004,Camuy,1,74.78254044870535
2000-2004,Camuy,2,80.80735150426557
2005-2009,Camuy,1,75.51404727842939
2005-2009,Camuy,2,82.73755691727818
2010-2014,Camuy,1,76.4374578945108
2010-2014,Camuy,2,83.2013266550782
2015-2019,Camuy,1,78.06530614699153
2015-2019,Camuy,2,85.03928828903979
2020-2024,Camuy,1,77.79032906818848
2020-2024,Camuy,2,85.35763970955577
1980-1984,Canovanas,1,71.93448855067052
