period,region,sex,e0
1980-1984,Adjuntas,1,72.80093201850137
1980-1984,Adjuntas,2,78.22983229556812
1985-1989,Adjuntas,1,72.39236642771702
1985-1989,Adjuntas,2,78.47452343133641
1990-1994,Adjuntas,1,72.32983979649055
1990-1994,Adjuntas,2,79.0236323634753
1995-1999,Adjuntas,1,72.74932828983404
1995-1999,Adjuntas,2,79.1621139739206
2000-2004,Adjuntas,1,74.53391683392714
2000-2004,Adjuntas,2,80.42363810806613
2005-2009,Adjuntas,1,76.15798953517998
2005-2009,Adjuntas,2,81.88126191815098
2010-2014,Adjuntas,1,77.66428385418556
2010-2014,Adjuntas,2,82.94509780117488
2015-2019,Adjuntas,1,78.84798868696754
2015-2019,Adjuntas,2,84.1431366315777
2020-2024,Adjuntas,1,80.0482222787729
2020-2024,Adjuntas,2,85.12556464786984
1980-1984,Aguada,1,72.73699212853458
1980-1984,Aguada,2,77.40127368780253
1985-1989,Aguada,1,72.97978273253351
1985-1989,Aguada,2,78.27649648071495
1990-1994,Aguada,1,73.05862130122665
1990-1994,Aguada,2,78.96213023260542
1995-1999,Aguada,1,73.1648659370855
1995-1999,Aguada,2,78.80507616563384
2000-2004,Aguada,1,75.05590347584025
2000-2004,Aguada,2,80.17325431437357
2005-2009,Aguada,1,76.1592746535643
2005-2009,Aguada,2,81.13550819274192
2010-2014,Aguada,1,77.56464306609062
2010-2014,Aguada,2,82.10889637156376
2015-2019,Aguada,1,79.42564374741409
2015-2019,Aguada,2,83.97465172796753
2020-2024,Aguada,1,78.71682673600253
2020-2024,Aguada,2,83.10452789866662
1980-1984,Aguadilla,1,71.47450865545649
1980-1984,Aguadilla,2,76.7247271692147
1985-1989,Aguadilla,1,71.43892878834913
1985-1989,Aguadilla,2,77.3341831236306
1990-1994,Aguadilla,1,71.5622652502855
1990-1994,Aguadilla,2,78.0705787449349
1995-1999,Aguadilla,1,71.56149887727614
1995-1999,Aguadilla,2,77.80538254433766
2000-2004,Aguadilla,1,73.67028440698468
2000-2004,Aguadilla,2,79.36793918584891
2005-2009,Aguadilla,1,74.36221687114184
2005-2009,Aguadilla,2,79.93110843530056
2010-2014,Aguadilla,1,75.80485671784841
2010-2014,Aguadilla,2,80.92683396428905
2015-2019,Aguadilla,1,77.00753894746565
2015-2019,Aguadilla,2,82.150812242133
2020-2024,Aguadilla,1,77.23411795938586
